country_name,country_code,year,export_value_usd
Mexico,MEX,2019,41335937.266
Mexico,MEX,2020,45395443.535
Mexico,MEX,2021,45418700.416
Mexico,MEX,2022,57613823.786
Mexico,MEX,2023,55936474.786
Mexico,MEX,2024,59502853.602
Mongolia,MNG,2018,641654.823
Mongolia,MNG,2019,691152.018
Mongolia,MNG,2020,415086.591
Mongolia,MNG,2021,1214009.598
Mongolia,MNG,2022,2583581.1
Mongolia,MNG,2023,1812984.721
Mongolia,MNG,2024,1852086.578
Montenegro,MNE,2018,1129981.663
Montenegro,MNE,2019,1156321.987
Montenegro,MNE,2020,666932.813
Montenegro,MNE,2021,1408656.719
Montenegro,MNE,2022,1997039.332
Montenegro,MNE,2023,2682934.527
Montenegro,MNE,2024,3027321.354
Morocco,MAR,2018,361082.59
Morocco,MAR,2019,542003.821
Morocco,MAR,2020,304744.746
Morocco,MAR,2021,442642.926
Morocco,MAR,2022,494946.546
Morocco,MAR,2023,892435.868
Morocco,MAR,2024,1148994.937
Mozambique,MOZ,2018,177604.853
Mozambique,MOZ,2019,267908.114
Mozambique,MOZ,2020,536463.191
Mozambique,MOZ,2021,423347.701
Mozambique,MOZ,2022,589271.271
Mozambique,MOZ,2023,835901.738
Mozambique,MOZ,2024,746789.076
Myanmar,MMR,2018,248700.646
Myanmar,MMR,2019,345944.332
Myanmar,MMR,2020,149754.46
Myanmar,MMR,2021,125251.016
Myanmar,MMR,2022,126936.588
Myanmar,MMR,2023,246371.38
Myanmar,MMR,2024,122288.06
Namibia,NAM,2020,13504.183
Namibia,NAM,2022,18756.902
Namibia,NAM,2023,57993.842
Namibia,NAM,2024,69067.537
Nepal,NPL,2018,159887
Nepal,NPL,2019,118210.232
Nepal,NPL,2020,101229.405
Nepal,NPL,2021,218931.145
Nepal,NPL,2022,378514.118
Nepal,NPL,2023,394646.827
Nepal,NPL,2024,296022.592
Netherlands,NLD,2018,181311818.02
Netherlands,NLD,2019,184432509.492
Netherlands,NLD,2020,222112419.875
Netherlands,NLD,2021,268261835.952
Netherlands,NLD,2022,244217563.47
Netherlands,NLD,2023,260245350.815
Netherlands,NLD,2024,257730394.269
New Caledonia,NCL,2018,149685.92
New Caledonia,NCL,2019,93952.449
New Caledonia,NCL,2020,96588.663
New Caledonia,NCL,2021,59834.832
New Caledonia,NCL,2022,112730.962
New Caledonia,NCL,2023,181971.021
New Caledonia,NCL,2024,88525.528
New Zealand,NZL,2018,7770210.843
New Zealand,NZL,2019,8474395.134
New Zealand,NZL,2020,9698682.065
New Zealand,NZL,2021,13749249.657
New Zealand,NZL,2022,11344434.973
New Zealand,NZL,2023,10049322.448
New Zealand,NZL,2024,10585798.814
Nicaragua,NIC,2018,220419.159
Nicaragua,NIC,2019,195441.514
Nicaragua,NIC,2020,203597.579
Nicaragua,NIC,2021,313490.05
Nicaragua,NIC,2022,236255.672
Nicaragua,NIC,2023,249467.052
Nicaragua,NIC,2024,236403.744
Niger,NER,2021,1215.857
Niger,NER,2022,2936.953
Niger,NER,2023,32726.757
Niger,NER,2024,7719.695
Nigeria,NGA,2018,3646519.056
Nigeria,NGA,2019,4137688.375
Nigeria,NGA,2020,3130525.086
Nigeria,NGA,2021,6157262.079
Nigeria,NGA,2022,6804848.687
Nigeria,NGA,2023,3469402.826
Nigeria,NGA,2024,2396827.541
North Macedonia,MKD,2018,189649.403
North Macedonia,MKD,2019,248186.63
North Macedonia,MKD,2020,248758.867
North Macedonia,MKD,2021,409472.975
North Macedonia,MKD,2022,413083.598
North Macedonia,MKD,2023,417099.37
North Macedonia,MKD,2024,729022.356
Norway,NOR,2018,110746934.992
Norway,NOR,2019,106155307.162
Norway,NOR,2020,140156199.564
Norway,NOR,2021,138798666.477
Norway,NOR,2022,116361874.668
Norway,NOR,2023,111989624.944
Norway,NOR,2024,96616862.347
Oman,OMN,2018,35266.829
Oman,OMN,2019,67088.421
Oman,OMN,2020,25251.669
Oman,OMN,2022,6767.944
Oman,OMN,2023,13880.245
Oman,OMN,2024,62911.271
"Other Africa, nes",F19,2020,8687.543
"Other Asia, nes",S19,2018,14810527.162
"Other Asia, nes",S19,2019,14398815.658
"Other Asia, nes",S19,2020,19091171.079
"Other Asia, nes",S19,2021,23609192.637
"Other Asia, nes",S19,2022,23533770.878
"Other Asia, nes",S19,2023,20808203.64
"Other Asia, nes",S19,2024,18275562.438
"Other Europe, nes",E19,2018,197762.557
"Other Europe, nes",E19,2019,207618.545
"Other Europe, nes",E19,2020,74948.617
"Other Europe, nes",E19,2021,80120.011
"Other Europe, nes",E19,2022,229246.581
"Other Europe, nes",E19,2023,78020.019
"Other Europe, nes",E19,2024,215505.972
Pakistan,PAK,2018,306716.192
Pakistan,PAK,2019,251219.413
Pakistan,PAK,2020,370333.067
Pakistan,PAK,2021,152963.804
Pakistan,PAK,2022,57713.383
Pakistan,PAK,2023,74278.829
Pakistan,PAK,2024,11891.285
Palau,PLW,2018,3911.32
Panama,PAN,2018,2304101.483
Panama,PAN,2019,2305828.33
Panama,PAN,2020,2048092.207
Panama,PAN,2021,3364172.345
Panama,PAN,2022,3860225.652
Panama,PAN,2023,3350122.678
Panama,PAN,2024,3786946.899
Papua New Guinea,PNG,2018,2338.289
Paraguay,PRY,2018,2655292.402
Paraguay,PRY,2019,1241204.076
Paraguay,PRY,2020,711581.255
Paraguay,PRY,2021,1157621.271
Paraguay,PRY,2022,1691917.438
Paraguay,PRY,2023,1826286.487
Paraguay,PRY,2024,2039934.938
Peru,PER,2018,4398361.611
Peru,PER,2019,4926824.238
Peru,PER,2020,4194884.997
Peru,PER,2021,5526721.931
Peru,PER,2022,10400392.672
Peru,PER,2023,9583150.783
Peru,PER,2024,7362531.123
Philippines,PHL,2018,2950289.988
Philippines,PHL,2019,3135475.183
Philippines,PHL,2020,2733993.469
Philippines,PHL,2021,3117207.889
Philippines,PHL,2022,4594490.135
Philippines,PHL,2023,5822423.915
Philippines,PHL,2024,4898905.742
Poland,POL,2018,76263544.669
Poland,POL,2019,84804210.679
Poland,POL,2020,88542771.215
Poland,POL,2021,109704842.089
Poland,POL,2022,113374101.912
Poland,POL,2023,135852580.032
Poland,POL,2024,129305329.26
Portugal,PRT,2018,14561840.688
Portugal,PRT,2019,14578842.486
Portugal,PRT,2020,13152167.638
Portugal,PRT,2021,18861942.698
Portugal,PRT,2022,18514749.453
Portugal,PRT,2023,22360697.775
Portugal,PRT,2024,20433727.016
Qatar,QAT,2018,671754.978
Qatar,QAT,2019,782051.533
Qatar,QAT,2020,1002627.644
Qatar,QAT,2021,722711.101
Qatar,QAT,2022,2208698.947
Qatar,QAT,2023,381622.947
Qatar,QAT,2024,333354.186
Rep. of Korea,KOR,2018,34236808.309
Rep. of Korea,KOR,2019,37116613.413
Rep. of Korea,KOR,2020,48977037.812
Rep. of Korea,KOR,2021,88870112.209
Rep. of Korea,KOR,2022,79660515.193
Rep. of Korea,KOR,2023,55210615.918
Rep. of Korea,KOR,2024,52958330.38
Rep. of Moldova,MDA,2018,355117.592
Rep. of Moldova,MDA,2019,577388.524
Rep. of Moldova,MDA,2020,707854.269
Rep. of Moldova,MDA,2021,1356109.933
Rep. of Moldova,MDA,2022,1606369.873
Rep. of Moldova,MDA,2023,2757580.987
Rep. of Moldova,MDA,2024,5000614.585
Romania,ROU,2018,17281976.912
Romania,ROU,2019,18242083.421
Romania,ROU,2020,18914875.411
Romania,ROU,2021,29572992.701
Romania,ROU,2022,35413118.752
Romania,ROU,2023,39413032.688
Romania,ROU,2024,42310235.397
Russian Federation,RUS,2018,127631122.902
Russian Federation,RUS,2019,146362946.293
Russian Federation,RUS,2020,143683424.169
Russian Federation,RUS,2021,175736891.784
Russian Federation,RUS,2022,181060211.584
Russian Federation,RUS,2023,171491350.531
Russian Federation,RUS,2024,258784840.535
Rwanda,RWA,2018,39968.207
Rwanda,RWA,2019,30352.456
Rwanda,RWA,2020,21440.161
Rwanda,RWA,2021,132258.752
Rwanda,RWA,2022,298370.799
Rwanda,RWA,2023,269012.064
Rwanda,RWA,2024,284188.939
Saint Barthélemy,BLM,2018,25195.654
Saint Barthélemy,BLM,2019,95425.739
Saint Barthélemy,BLM,2020,74724.747
Saint Barthélemy,BLM,2021,53126.329
Saint Barthélemy,BLM,2022,32533.937
Saint Barthélemy,BLM,2024,21145.07
Saint Kitts and Nevis,KNA,2018,58293.07
Saint Kitts and Nevis,KNA,2019,62678.627
Saint Kitts and Nevis,KNA,2020,28807.325
Saint Kitts and Nevis,KNA,2021,64017.002
Saint Kitts and Nevis,KNA,2022,126064.664
Saint Kitts and Nevis,KNA,2023,177609.184
Saint Kitts and Nevis,KNA,2024,97416.747
Saint Lucia,LCA,2018,388967.276
Saint Lucia,LCA,2019,301028.026
Saint Lucia,LCA,2020,151141.086
Saint Lucia,LCA,2021,233893.993
Saint Lucia,LCA,2022,261658.364
Saint Lucia,LCA,2023,303606.172
Saint Lucia,LCA,2024,297704.431
Saint Vincent and the Grenadines,VCT,2018,90404.391
Saint Vincent and the Grenadines,VCT,2019,106770.965
Saint Vincent and the Grenadines,VCT,2020,124154.421
Saint Vincent and the Grenadines,VCT,2021,80959.757
Saint Vincent and the Grenadines,VCT,2022,86179.394
Saint Vincent and the Grenadines,VCT,2023,101353.795
Saint Vincent and the Grenadines,VCT,2024,52847.48
Samoa,WSM,2018,1360.459
Sao Tome and Principe,STP,2018,32622.673
Sao Tome and Principe,STP,2020,25411.577
Sao Tome and Principe,STP,2021,44679.198
Saudi Arabia,SAU,2018,16179.07
Saudi Arabia,SAU,2019,77464.142
Saudi Arabia,SAU,2020,46124.159
Saudi Arabia,SAU,2022,38674.264
Saudi Arabia,SAU,2023,20839.29
Saudi Arabia,SAU,2024,11549.678
Senegal,SEN,2018,80172.605
Senegal,SEN,2019,88860.867
Senegal,SEN,2020,112308.706
Senegal,SEN,2021,132379.392
Senegal,SEN,2022,159284.136
Senegal,SEN,2023,243750.385
Senegal,SEN,2024,198404.652
Serbia,SRB,2018,3834393.485
Serbia,SRB,2019,4337403.101
Serbia,SRB,2020,5562799.486
Serbia,SRB,2021,6409501.557
Serbia,SRB,2022,8708065.598
Serbia,SRB,2023,10023707.195
Serbia,SRB,2024,10242044.489
Seychelles,SYC,2018,497189.901
Seychelles,SYC,2019,595647.913
Seychelles,SYC,2020,308914.904
Seychelles,SYC,2021,707071.726
Seychelles,SYC,2022,781527.412
Seychelles,SYC,2023,951204.98
Seychelles,SYC,2024,995496.968
Sierra Leone,SLE,2018,39004.549
Sierra Leone,SLE,2019,36295.993
Sierra Leone,SLE,2020,66875.576
Sierra Leone,SLE,2021,58875.63
Sierra Leone,SLE,2022,157827.77
Sierra Leone,SLE,2023,97904.548
Sierra Leone,SLE,2024,145142.214
Singapore,SGP,2018,19433492.052
Singapore,SGP,2019,18090063.652
Singapore,SGP,2020,17378980.44
Singapore,SGP,2021,24197948.936
Singapore,SGP,2022,26002319.052
Singapore,SGP,2023,24315617.384
Singapore,SGP,2024,22794826.211
Sint Maarten,SXM,2018,862736.497
Sint Maarten,SXM,2019,982435.733
Sint Maarten,SXM,2020,477958.769
Sint Maarten,SXM,2021,899522.498
Sint Maarten,SXM,2022,467619.934
Sint Maarten,SXM,2024,979008.655
Slovakia,SVK,2018,16592199.395
Slovakia,SVK,2019,21176935.946
Slovakia,SVK,2020,23472824.54
Slovakia,SVK,2021,29445061.596
Slovakia,SVK,2022,29355184.821
Slovakia,SVK,2023,34476145.066
Slovakia,SVK,2024,37125378.189
Slovenia,SVN,2018,5395011.206
Slovenia,SVN,2019,5113740.598
Slovenia,SVN,2020,3254231.766
Slovenia,SVN,2021,3813406.683
Slovenia,SVN,2022,4697861.601
Slovenia,SVN,2023,4354539.05
Slovenia,SVN,2024,6752406.952
Somalia,SOM,2018,2368.994
Somalia,SOM,2020,2206.723
Somalia,SOM,2022,27968.972
Somalia,SOM,2023,12845.471
Somalia,SOM,2024,14695.399
South Africa,ZAF,2018,4302278.013
South Africa,ZAF,2019,5628681.116
South Africa,ZAF,2020,2336020.401
South Africa,ZAF,2021,4441482.001
South Africa,ZAF,2022,5198885.291
South Africa,ZAF,2023,6258753.648
South Africa,ZAF,2024,5439553.705
Spain,ESP,2018,55618842.575
Spain,ESP,2019,52751250.49
Spain,ESP,2020,43615440.72
Spain,ESP,2021,57543944.729
Spain,ESP,2022,61889328.643
Spain,ESP,2023,65017275.737
Spain,ESP,2024,64017575.885
Special Categories,XX,2018,13697.885
Special Categories,XX,2019,38505.928
Special Categories,XX,2020,67727.654
Special Categories,XX,2022,21571.701
Sri Lanka,LKA,2018,824053.168
Sri Lanka,LKA,2019,647550.03
Sri Lanka,LKA,2020,742326.887
Sri Lanka,LKA,2021,709307.105
Sri Lanka,LKA,2022,890705.388
Sri Lanka,LKA,2023,1460694.429
Sri Lanka,LKA,2024,1315621.733
Sudan,SDN,2018,15236.669
Sudan,SDN,2019,4710.945
Sudan,SDN,2020,16483.03
Sudan,SDN,2022,429221.569
Sudan,SDN,2023,6630.339
Suriname,SUR,2018,99093.85
Suriname,SUR,2019,151695.108
Suriname,SUR,2020,75488.876
Suriname,SUR,2021,113324.263
Suriname,SUR,2022,122027.275
Suriname,SUR,2023,181937.502
Suriname,SUR,2024,198832.185
Sweden,SWE,2018,208561364.369
Sweden,SWE,2019,201912332.274
Sweden,SWE,2020,212784853.282
Sweden,SWE,2021,229341594.54
Sweden,SWE,2022,206528487.555
Sweden,SWE,2023,208744943.814
Sweden,SWE,2024,186688071.864
Switzerland,CHE,2018,443833385.699
Switzerland,CHE,2019,426872098.57
Switzerland,CHE,2020,436314631.026
Switzerland,CHE,2021,491161580.987
Switzerland,CHE,2022,449218150.123
Switzerland,CHE,2023,454498350.826
Switzerland,CHE,2024,430862188.992
Tajikistan,TJK,2018,4767.511
Tajikistan,TJK,2019,4782.594
Tajikistan,TJK,2020,2913.742
Tajikistan,TJK,2021,27640.641
Tajikistan,TJK,2023,72728.29
Tajikistan,TJK,2024,97930.206
Thailand,THA,2018,11929500.126
Thailand,THA,2019,12306847.203
Thailand,THA,2020,13842073.44
Thailand,THA,2021,12291835.651
Thailand,THA,2022,25616701.068
Thailand,THA,2023,19831648.317
Thailand,THA,2024,22682978.129
Timor-Leste,TLS,2019,17032.394
Timor-Leste,TLS,2020,11175.246
Togo,TGO,2018,83950.477
Togo,TGO,2019,82775.15
Togo,TGO,2020,116629.634
Togo,TGO,2021,116939.9
Togo,TGO,2022,195777.536
Togo,TGO,2023,162729.846
Togo,TGO,2024,176297.634
Tonga,TON,2018,1818.669
Tonga,TON,2019,5053.518
Tonga,TON,2020,2468.286
Tonga,TON,2021,1609.71
Tonga,TON,2022,1595.369
Tonga,TON,2023,1648.935
Tonga,TON,2024,1900.845
Trinidad and Tobago,TTO,2018,829889.443
Trinidad and Tobago,TTO,2019,999032.633
Trinidad and Tobago,TTO,2020,664834.599
Trinidad and Tobago,TTO,2021,670794.715
Trinidad and Tobago,TTO,2022,989578.23
Trinidad and Tobago,TTO,2023,810308.11
Trinidad and Tobago,TTO,2024,837085.513
Tunisia,TUN,2018,1843.469
Tunisia,TUN,2019,13287.596
Tunisia,TUN,2020,1629.914
Tunisia,TUN,2021,29782.584
Tunisia,TUN,2022,26082.962
Tunisia,TUN,2023,26726.798
Tunisia,TUN,2024,35056.658
Turkmenistan,TKM,2019,6915.282
Turkmenistan,TKM,2020,33966.625
Turkmenistan,TKM,2021,9375.582
Turkmenistan,TKM,2022,7710.422
Turkmenistan,TKM,2023,173117.594
Turkmenistan,TKM,2024,83769.223
Turks and Caicos Isds,TCA,2018,589702.294
Turks and Caicos Isds,TCA,2019,683653.466
Turks and Caicos Isds,TCA,2020,417906.672
Turks and Caicos Isds,TCA,2021,906824.737
Turks and Caicos Isds,TCA,2022,1188181.095
Turks and Caicos Isds,TCA,2023,1292174.389
Turks and Caicos Isds,TCA,2024,1277722.19
Tuvalu,TUV,2022,196573.641
Türkiye,TUR,2018,3846849.007
Türkiye,TUR,2019,4253174.812
Türkiye,TUR,2020,3382210.259
Türkiye,TUR,2021,6925909.631
Türkiye,TUR,2022,11906821.912
Türkiye,TUR,2023,17443540.062
Türkiye,TUR,2024,12393437.679
USA,USA,2018,1727172943.171
USA,USA,2019,1724039139.944
USA,USA,2020,1659680265.498
USA,USA,2021,2032989308.646
USA,USA,2022,1958722356.567
USA,USA,2023,1903865154.49
USA,USA,2024,2030915066.945
Uganda,UGA,2018,257490.486
Uganda,UGA,2019,196514.015
Uganda,UGA,2020,123913.417
Uganda,UGA,2021,97241.36
Uganda,UGA,2022,152110.769
Uganda,UGA,2023,267128.494
Uganda,UGA,2024,345203.557
Ukraine,UKR,2018,27868721.712
Ukraine,UKR,2019,36390008.401
Ukraine,UKR,2020,48752356.437
Ukraine,UKR,2021,65701223.038
Ukraine,UKR,2022,37585448.559
Ukraine,UKR,2023,62897883.278
Ukraine,UKR,2024,73364691.093
United Arab Emirates,ARE,2018,14082350.925
United Arab Emirates,ARE,2019,14009377.932
United Arab Emirates,ARE,2020,9052934.703
United Arab Emirates,ARE,2021,18864780.092
United Arab Emirates,ARE,2022,23024762.974
United Arab Emirates,ARE,2023,22261693.577
United Arab Emirates,ARE,2024,29017715.729
United Kingdom,GBR,2018,958384833.608
United Kingdom,GBR,2019,854181006.282
United Kingdom,GBR,2020,806950978.361
United Kingdom,GBR,2021,877216164.886
United Kingdom,GBR,2022,854083328.308
United Kingdom,GBR,2023,911644751.209
United Kingdom,GBR,2024,890539759.529
United Rep. of Tanzania,TZA,2018,127398.956
United Rep. of Tanzania,TZA,2019,85015.312
United Rep. of Tanzania,TZA,2020,42562.792
United Rep. of Tanzania,TZA,2021,340365.458
United Rep. of Tanzania,TZA,2022,643494.851
United Rep. of Tanzania,TZA,2023,473101.516
United Rep. of Tanzania,TZA,2024,576979.885
Uruguay,URY,2018,532544.121
Uruguay,URY,2019,621315.173
Uruguay,URY,2020,765401.53
Uruguay,URY,2021,1155476.963
Uruguay,URY,2022,1184062.622
Uruguay,URY,2023,1918314.341
Uruguay,URY,2024,2859776.62
Uzbekistan,UZB,2018,1166774.285
Uzbekistan,UZB,2019,256356.895
Uzbekistan,UZB,2020,82974.828
Uzbekistan,UZB,2021,127692.192
Uzbekistan,UZB,2022,365933.346
Uzbekistan,UZB,2023,353688.372
Uzbekistan,UZB,2024,421479.426
Vanuatu,VUT,2018,5968.542
Vanuatu,VUT,2020,15597.829
Vanuatu,VUT,2023,1334.285
Venezuela,VEN,2018,407272.063
Venezuela,VEN,2019,1423495.695
Venezuela,VEN,2020,1970170.454
Venezuela,VEN,2021,3113974.277
Venezuela,VEN,2022,3670045.069
Venezuela,VEN,2023,3147088.544
Venezuela,VEN,2024,2701235.228
Viet Nam,VNM,2018,13557710.93
Viet Nam,VNM,2019,13063739.739
Viet Nam,VNM,2020,12638551.794
Viet Nam,VNM,2021,15185256.063
Viet Nam,VNM,2022,25970385.353
Viet Nam,VNM,2023,17630278.396
Viet Nam,VNM,2024,13803479.236
Zambia,ZMB,2018,85537.679
Zambia,ZMB,2019,70752.613
Zambia,ZMB,2020,31314.446
Zambia,ZMB,2021,74070.295
Zambia,ZMB,2022,189884.676
Zambia,ZMB,2023,120021.898
Zambia,ZMB,2024,156634.259
Zimbabwe,ZWE,2018,51437.632
Zimbabwe,ZWE,2019,13129.743
Zimbabwe,ZWE,2020,30053.461
Zimbabwe,ZWE,2021,32979.531
Zimbabwe,ZWE,2022,111411.492
Zimbabwe,ZWE,2023,20304.062
Zimbabwe,ZWE,2024,41773.537
