country_name,country_code,year,total_imports_usd,italian_exports_usd,italian_market_share_pct
Saint Vincent and the Grenadines,VCT,2018,1871670.743,90404.391,4.83014394161527
Saint Vincent and the Grenadines,VCT,2019,2312960.01,106770.965,4.616204540432154
Saint Vincent and the Grenadines,VCT,2020,1823542.22,124154.421,6.808420426920524
Saint Vincent and the Grenadines,VCT,2021,2082340.509,80959.757,3.8879211469059496
Saint Vincent and the Grenadines,VCT,2022,2777857.689,86179.394,3.1023689349263854
Saint Vincent and the Grenadines,VCT,2023,2113096.457,101353.795,4.796458517747635
Samoa,WSM,2018,65209.882,1360.459,2.086277352871149
Samoa,WSM,2019,46950.07,0,0
Samoa,WSM,2021,112521.364,0,0
Samoa,WSM,2022,155176.006,0,0
Samoa,WSM,2023,79019.72,0,0
Samoa,WSM,2024,95788.268,0,0
Sao Tome and Principe,STP,2018,4429539.286,32622.673,0.7364800466519668
Sao Tome and Principe,STP,2019,4194043.064,0,0
Sao Tome and Principe,STP,2020,4342864.645,25411.577,0.5851339859108136
Sao Tome and Principe,STP,2021,5379354.989,44679.198,0.8305679415350441
Sao Tome and Principe,STP,2022,4826647.748,0,0
Sao Tome and Principe,STP,2023,3902907.115,0,0
Senegal,SEN,2018,6166617.529,80172.605,1.3001066568985196
Senegal,SEN,2019,5998365.972,88860.867,1.4814178963870663
Senegal,SEN,2020,4459990.614,112308.706,2.518137720905975
Senegal,SEN,2021,6186949.899,132379.392,2.139655147706894
Senegal,SEN,2022,5706399.592,159284.136,2.7913246072585935
Senegal,SEN,2023,6004630.927,243750.385,4.059373306425366
Senegal,SEN,2024,4752691.667,198404.652,4.174574449624189
Serbia,SRB,2018,31573501,3834393.485,12.144340550007424
Serbia,SRB,2019,31212915,4337403.101,13.896180798877644
Serbia,SRB,2020,31193694,5562799.486,17.83308987387002
Serbia,SRB,2021,40181808,6409501.557,15.951252260724555
Serbia,SRB,2022,38645631,8708065.598,22.53311790406527
Serbia,SRB,2023,46071909,10023707.195,21.756656957713645
Serbia,SRB,2024,51982249,10242044.489,19.702965312254957
Seychelles,SYC,2018,11921936.144,497189.901,4.170378829366761
Seychelles,SYC,2019,7088459.679,595647.913,8.403065545602859
Seychelles,SYC,2020,447551.888,308914.904,69.02326015883101
Seychelles,SYC,2021,1369395.239,707071.726,51.63386770033892
Seychelles,SYC,2022,1629053.652,781527.412,47.974320001094725
Seychelles,SYC,2023,8683545.232,951204.98,10.954108657080349
Seychelles,SYC,2024,19094052.084,995496.968,5.213649588995224
Sierra Leone,SLE,2018,568723.62,39004.549,6.858260784034255
Singapore,SGP,2018,658527352.5,19433492.052,2.951053130629073
Singapore,SGP,2019,621084711.016,18090063.652,2.9126564108151056
Singapore,SGP,2020,540288136.372,17378980.44,3.216613371653639
Singapore,SGP,2021,852560309.708,24197948.936,2.8382682914582014
Singapore,SGP,2022,851363495.094,26002319.052,3.0541970852448936
Singapore,SGP,2023,980517096.023,24315617.384,2.4798769427503817
Singapore,SGP,2024,703641632.197,22794826.211,3.2395505279906582
Slovakia,SVK,2018,84132326.439,16592199.395,19.72155067770549
Slovakia,SVK,2019,70501983.097,21176935.946,30.03736209357935
Slovakia,SVK,2020,82211428.017,23472824.54,28.55177814834477
Slovakia,SVK,2021,85521994.381,29445061.596,34.42981166321077
Slovakia,SVK,2022,73004581.271,29355184.821,40.210058478427186
Slovakia,SVK,2023,93849614.895,34476145.066,36.73552108292857
Slovakia,SVK,2024,113747510.828,37125378.189,32.63840933199679
Slovenia,SVN,2018,16450555.63,5395011.206,32.795312981170106
Slovenia,SVN,2019,14118204.68,5113740.598,36.22089857674454
Slovenia,SVN,2020,14090837.39,3254231.766,23.094665532862273
Slovenia,SVN,2021,16268698.1,3813406.683,23.440146590463808
Slovenia,SVN,2022,19174792.015,4697861.601,24.500195868226214
Slovenia,SVN,2023,22127477.197,4354539.05,19.67932905876129
Slovenia,SVN,2024,35986259.383,6752406.952,18.763847834626162
Solomon Isds,SLB,2018,981698.822,0,0
South Africa,ZAF,2018,50275271.293,4302278.013,8.557443654409521
South Africa,ZAF,2019,52016009.365,5628681.116,10.821055257244263
South Africa,ZAF,2020,25313710.101,2336020.401,9.228281400393051
South Africa,ZAF,2021,43542086.976,4441482.001,10.200434360089593
South Africa,ZAF,2022,50974726.276,5198885.291,10.198946950398334
South Africa,ZAF,2023,54358199.189,6258753.648,11.5139091091644
South Africa,ZAF,2024,56119276.839,5439553.705,9.692843549294974
Spain,ESP,2018,257446935.75,55618842.575,21.60400255414576
Spain,ESP,2019,238359091.68,52751250.49,22.13099996236737
Spain,ESP,2020,193703032.038,43615440.72,22.51665359138192
Spain,ESP,2021,284373242.457,57543944.729,20.235358373318547
Spain,ESP,2022,297436708.349,61889328.643,20.80756238412295
Spain,ESP,2023,320687214.966,65017275.737,20.27435853465293
Spain,ESP,2024,311832830.17,64017575.885,20.52945350561707
Sri Lanka,LKA,2019,6725749.512,647550.03,9.627923681139912
Sri Lanka,LKA,2020,5487918.517,742326.887,13.526565394520414
Sri Lanka,LKA,2021,5053539.503,709307.105,14.035847638648608
Sri Lanka,LKA,2022,7729925.25,890705.388,11.522820198034903
Sri Lanka,LKA,2023,11436394.902,1460694.429,12.772332903129755
Sri Lanka,LKA,2024,8921768.328,1315621.733,14.74619923576209
State of Palestine,PSE,2018,51097.693,0,0
State of Palestine,PSE,2019,124185.04,0,0
State of Palestine,PSE,2020,159514.66,0,0
State of Palestine,PSE,2021,232931.89,0,0
State of Palestine,PSE,2022,225143.708,0,0
State of Palestine,PSE,2023,219664.268,0,0
Suriname,SUR,2018,920923.158,99093.85,10.760273442922802
Suriname,SUR,2019,1157824.174,151695.108,13.101739573801643
Suriname,SUR,2020,761408.534,75488.876,9.914372196936789
Suriname,SUR,2021,812885.06,113324.263,13.940994683799454
Suriname,SUR,2022,895235.82,122027.275,13.63074089238297
Suriname,SUR,2023,1223097.523,181937.502,14.875142707651449
Suriname,SUR,2024,823602.759,198832.185,24.141758004965595
Sweden,SWE,2018,784068184.433,208561364.369,26.599901451150128
Sweden,SWE,2019,773742140.324,201912332.274,26.095558423307587
Sweden,SWE,2020,853186760.862,212784853.282,24.940008804990967
Sweden,SWE,2021,888131821.896,229341594.54,25.822922778557512
Sweden,SWE,2022,829029109.984,206528487.555,24.912091151900075
Sweden,SWE,2023,811115815.069,208744943.814,25.73552875383677
Sweden,SWE,2024,820396897.514,186688071.864,22.755823727479925
Switzerland,CHE,2018,1214730348.802,443833385.699,36.53760574408308
Switzerland,CHE,2019,1210977855.215,426872098.57,35.25019856735631
Switzerland,CHE,2020,1240226517.432,436314631.026,35.180237230326966
Switzerland,CHE,2021,1476779857.9,491161580.987,33.258957207436325
Switzerland,CHE,2022,1355227132.858,449218150.123,33.147074702943456
Switzerland,CHE,2023,1374295089.889,454498350.826,33.07137995106344
Switzerland,CHE,2024,1277753418.484,430862188.992,33.720292410033196
Tajikistan,TJK,2018,734417,4767.511,0.6491558610435216
Tajikistan,TJK,2019,1116808,4782.594,0.4282377991561665
Tajikistan,TJK,2020,615676,2913.742,0.47325898686971724
Tajikistan,TJK,2021,689311,27640.641,4.009894082641942
Tajikistan,TJK,2022,690349,0,0
Tajikistan,TJK,2023,967857,72728.29,7.514363175551759
Thailand,THA,2018,71849077.92,11929500.126,16.603553547733547
Thailand,THA,2019,64637354.056,12306847.203,19.039837540901953
Thailand,THA,2020,49089794.466,13842073.44,28.19745649900232
Thailand,THA,2021,52485686.01,12291835.651,23.419405528315014
Thailand,THA,2022,115040648.947,25616701.068,22.267521352215063
Thailand,THA,2023,112371557.266,19831648.317,17.648281112680117
Thailand,THA,2024,124582914.17,22682978.129,18.207134003983782
Timor-Leste,TLS,2018,148958.63,0,0
Timor-Leste,TLS,2019,283121.87,17032.394,6.015923107600271
Timor-Leste,TLS,2020,467491.66,11175.246,2.3904695968266045
Timor-Leste,TLS,2021,439315.42,0,0
Timor-Leste,TLS,2022,1413854.83,0,0
Timor-Leste,TLS,2023,1125440.87,0,0
Togo,TGO,2018,10104340.376,83950.477,0.8308357980437852
Togo,TGO,2019,8511444.085,82775.15,0.9725159347034585
Togo,TGO,2020,9657090.697,116629.634,1.2077098337310976
Togo,TGO,2021,12392882.41,116939.9,0.9436053383806777
Togo,TGO,2022,12260595.537,195777.536,1.5968028258430265
Togo,TGO,2023,11080270.471,162729.846,1.4686450698645583
Togo,TGO,2024,11372354.754,176297.634,1.5502298144365465
Tonga,TON,2018,87642.259,1818.669,2.075105115672566
Tonga,TON,2019,472851.829,5053.518,1.0687318288875647
Tonga,TON,2020,397428.071,2468.286,0.62106483666072
Tonga,TON,2021,813445.045,1609.71,0.1978879839387306
Tonga,TON,2022,704163.649,1595.369,0.22656224902629132
Tonga,TON,2023,841296.466,1648.935,0.19599927809514892
Trinidad and Tobago,TTO,2018,6645182.125,829889.443,12.488588384626102
Trinidad and Tobago,TTO,2019,6936818.198,999032.633,14.401885770741949
Trinidad and Tobago,TTO,2020,5938350.96,664834.599,11.195609748872101
Trinidad and Tobago,TTO,2021,6575480.508,670794.715,10.201455455367611
Trinidad and Tobago,TTO,2022,7788447.318,989578.23,12.705718991164908
Trinidad and Tobago,TTO,2023,6854581.717,810308.11,11.821408562252026
Trinidad and Tobago,TTO,2024,7145643.898,837085.513,11.714626770504092
Tunisia,TUN,2018,1376587.792,1843.469,0.13391583237286186
Tunisia,TUN,2019,1810405.734,13287.596,0.7339568004262629
Tunisia,TUN,2020,1100545.26,1629.914,0.1481005878849544
Tunisia,TUN,2021,1044402.185,29782.584,2.8516393806663665
Tunisia,TUN,2022,1767327.137,26082.962,1.4758423301458081
Tunisia,TUN,2023,1159658.372,26726.798,2.304713064236818
Tunisia,TUN,2024,1416601.351,35056.658,2.4747017200889285
Türkiye,TUR,2018,19399961,3846849.007,19.82915845552473
Türkiye,TUR,2019,20819270,4253174.812,20.429029509680213
Türkiye,TUR,2020,12197189,3382210.259,27.72942404188375
Türkiye,TUR,2021,24772034,6925909.631,27.958582775237595
Türkiye,TUR,2022,43103511,11906821.912,27.623786637705688
Türkiye,TUR,2023,72925260,17443540.062,23.91975025114754
Türkiye,TUR,2024,52659231,12393437.679,23.535166472522167
USA,USA,2018,6449227701,1727172943.171,26.78108175500129
USA,USA,2019,6487294723,1724039139.944,26.575625334727064
USA,USA,2020,5883810717,1659680265.498,28.207574059150343
USA,USA,2021,7375680580,2032989308.646,27.563413119579533
USA,USA,2022,7684771423,1958722356.567,25.48836196616957
USA,USA,2023,6991393598,1903865154.49,27.23155445052659
USA,USA,2024,7106048909,2030915066.945,28.58008849858593
Uganda,UGA,2018,4696300,257490.486,5.482837254860209
Uganda,UGA,2019,4265842.39,196514.015,4.606687191741278
Uganda,UGA,2020,4285449,123913.417,2.8914920466910234
Uganda,UGA,2021,5998509.67,97241.36,1.6210919936718213
Uganda,UGA,2022,5222596.1,152110.769,2.9125508863302683
Uganda,UGA,2023,5795351.02,267128.494,4.609358312863679
Uganda,UGA,2024,6147135.32,345203.557,5.615681761175219
Ukraine,UKR,2018,125255768.42,27868721.712,22.249451712716578
Ukraine,UKR,2019,146385274.51,36390008.401,24.85906353819359
Ukraine,UKR,2020,179044284.63,48752356.437,27.229216803958924
Ukraine,UKR,2021,210675699.22,65701223.038,31.185952286500264
Ukraine,UKR,2022,117624946.2,37585448.559,31.953637194522262
Ukraine,UKR,2023,179859418.22,62897883.278,34.97058085724748
Ukraine,UKR,2024,203805902.09,73364691.093,35.997333904786714
United Arab Emirates,ARE,2018,311204983.799,14082350.925,4.525104563908738
United Arab Emirates,ARE,2019,296162210.519,14009377.932,4.730305702219643
United Arab Emirates,ARE,2020,143634489.483,9052934.703,6.302758296830559
United Arab Emirates,ARE,2021,201684909.527,18864780.092,9.353590279135153
United Arab Emirates,ARE,2022,361902735.936,23024762.974,6.362141174326952
United Arab Emirates,ARE,2023,388912233.758,22261693.577,5.724091875919825
United Kingdom,GBR,2018,4372943650.457,958384833.608,21.916240185437623
United Kingdom,GBR,2019,4423746981.733,854181006.282,19.308993254116334
United Kingdom,GBR,2020,4443666729.406,806950978.361,18.159574682345
United Kingdom,GBR,2021,4828386889.707,877216164.886,18.167893023569036
United Kingdom,GBR,2022,5029253132.186,854083328.308,16.982309417716
United Kingdom,GBR,2023,5051536345.835,911644751.209,18.04688096445456
United Kingdom,GBR,2024,4961819389.326,890539759.529,17.947847143423907
United Rep. of Tanzania,TZA,2018,4988753.257,127398.956,2.553723334006134
United Rep. of Tanzania,TZA,2019,6330663.17,85015.312,1.3429132101495145
United Rep. of Tanzania,TZA,2020,7058904.73,42562.792,0.6029659504981023
United Rep. of Tanzania,TZA,2021,10863031,340365.458,3.1332457580209425
United Rep. of Tanzania,TZA,2022,11821050.02,643494.851,5.443635293914441
United Rep. of Tanzania,TZA,2023,9412360.11,473101.516,5.02638562986303
United Rep. of Tanzania,TZA,2024,13280388.616,576979.885,4.344600912543055
Uruguay,URY,2018,12681121.75,532544.121,4.199503257667249
Uruguay,URY,2019,11843456.09,621315.173,5.24606304341016
Uruguay,URY,2020,11537161.06,765401.53,6.634227658082118
Uruguay,URY,2021,15822768.74,1155476.963,7.302621822936407
Uruguay,URY,2022,15913965.64,1184062.622,7.440399513141087
Uruguay,URY,2023,13714026.68,1918314.341,13.987972940125562
Uruguay,URY,2024,16471339,2859776.62,17.362138075113386
Uzbekistan,UZB,2018,430149,1166774.285,271.24886609058717
Uzbekistan,UZB,2019,446978,256356.895,57.35335855455973
Uzbekistan,UZB,2020,473335,82974.828,17.529831514677763
Uzbekistan,UZB,2021,1095496.93,127692.192,11.6560976578912
Uzbekistan,UZB,2022,1720996.99,365933.346,21.262869611410537
Uzbekistan,UZB,2023,3037703.91,353688.372,11.64328000618072
Uzbekistan,UZB,2024,3516793.86,421479.426,11.984763474308386
Viet Nam,VNM,2018,27706815.39,13557710.93,48.932765239029514
Viet Nam,VNM,2019,29510209.06,13063739.739,44.26854351468292
Viet Nam,VNM,2020,16536051.775,12638551.794,76.4302867816825
Viet Nam,VNM,2021,22859971.328,15185256.063,66.42727519259992
Viet Nam,VNM,2022,35095645.665,25970385.353,73.99888180116774
Viet Nam,VNM,2023,25965103.792,17630278.396,67.8998957109195
Zambia,ZMB,2018,4726389.245,85537.679,1.8097891342844743
Zambia,ZMB,2019,3919527.669,70752.613,1.805131101882266
Zambia,ZMB,2020,3285470.449,31314.446,0.9531190886081836
Zambia,ZMB,2021,3359550.319,74070.295,2.2047681376014534
Zambia,ZMB,2022,5114767.718,189884.676,3.7124789720509455
Zambia,ZMB,2023,5131476.999,120021.898,2.3389347360104966
Zambia,ZMB,2024,6232313.912,156634.259,2.5132601022937693
Zimbabwe,ZWE,2018,5513949.57,51437.632,0.9328636641847269
Zimbabwe,ZWE,2019,417354.79,13129.743,3.1459428080363
Zimbabwe,ZWE,2020,3536116.981,30053.461,0.8499000785743518
Zimbabwe,ZWE,2021,3655164.86,32979.531,0.9022720523746774
Zimbabwe,ZWE,2022,5923145.47,111411.492,1.8809514735757453
Zimbabwe,ZWE,2023,5565176.34,20304.062,0.3648413052801846
Zimbabwe,ZWE,2024,8501829.844,41773.537,0.4913476012399948
